,L,cps,cps_per_nA,cps_per_nA_stdev,baseline,cps_per_nA_corrected,fit
180,143.0,17.444444444444446,1.7448702556241054,1.193632775793504,0.8528038784533565,0.8920663771707489,0.7941023914609768
181,143.1,17.000000000000004,1.7004836739510278,1.17709203727702,0.849586242410591,0.8508974315404368,0.836750955361854
182,143.2,19.444444444444446,1.944906941536393,0.9453557856060174,0.8463931871666291,1.098513754369764,0.8819470487082153
183,143.3,15.77777777777778,1.5782102927914878,1.0612682411399186,0.843224462995283,0.7349858297962049,0.9300138111548293
184,143.4,17.77777777777778,1.7782135932957484,0.8580388834058597,0.8400798233334847,0.9381337699622636,0.9812789711101337
185,143.5,20.33333333333333,2.0337313216861594,1.1702828957084388,0.8369590247333295,1.19677229695283,1.0360631806432647
186,143.6,20.0,2.000441366960806,1.122372116964392,0.8338618268149688,1.1665795401458374,1.0946671335690508
187,143.7,19.222222222222225,1.9226825106642325,1.2420745055203166,0.830787992220333,1.0918945184438995,1.157357838487401
188,143.8,20.111111111111107,2.011618070202359,1.0856422268931007,0.8277372865676614,1.1838807836346974,1.2243544779681117
189,143.9,21.22222222222223,2.122704711727768,1.1582411914812647,0.824709478406837,1.297995233320931,1.2958143298895226
190,144.0,23.888888888888893,2.389467014697096,1.20081208367542,0.8217043391754897,1.5677626755216065,1.371819254760628
191,144.1,23.0,2.3004624839516628,1.1185475333234187,0.8187216431558755,1.4817408407957873,1.4523632619968034
192,144.2,22.111111111111107,2.2115758139476145,1.25033376168406,0.8157611674324973,1.395814646515117,1.5373416576829686
193,144.3,24.444444444444446,2.4450325774777064,1.4074535758223683,0.8128226918504641,1.6322098856272422,1.6265422462567898
194,144.4,26.333333333333336,2.633921451460689,1.29656532479473,0.8099059989745723,1.8240154524861165,1.719639009498227
195,144.5,25.444444444444446,2.544986990456702,1.2561130608022464,0.8070108740490846,1.7379761164076175,1.8161886197005856
196,144.6,28.11111111111111,2.811784853178919,1.2715964212935782,0.8041371049582109,2.007647748220708,1.915630062091063
197,144.7,28.77777777777778,2.87842927583102,1.256375779006474,0.801284482187261,2.077144793643759,2.017287547237131
198,144.8,27.11111111111111,2.7118037846838923,1.31640927841777,0.7984527987844652,1.913350985899427,2.1203767905714344
199,144.9,30.11111111111111,3.011717011247994,1.6217689046468464,0.7956418503234483,2.2160751609245457,2.22401462691535
200,145.0,29.000000000000004,2.900738235449303,1.3495355825933286,0.7928514348663379,2.1078868005829654,2.327231816837876
201,145.1,33.666666666666664,3.367546124997726,1.3637501073084717,0.7900813529275054,2.5774647720702206,2.428988792810989
202,145.2,30.55555555555556,3.056311615289732,1.4111231654818883,0.7873314074379197,2.268980207851812,2.5281939903492052
203,145.3,34.55555555555556,3.456414977611928,1.6494503104656042,0.7846014037101022,2.671813573901826,2.623724316412603
204,145.4,36.22222222222222,3.6230927551709375,1.447705298182298,0.7818911494036797,2.841201605767258,2.7144472277838663
205,145.5,33.55555555555556,3.356363840490104,1.712958034962194,0.7792004544915054,2.577163385998599,2.799243828955022
206,145.6,35.666666666666664,3.567463828262506,1.4345559023509125,0.7765291312263621,2.790934697036144,2.877032354796429
207,145.7,39.88888888888889,3.989752752059096,1.6263888981792771,0.7738769941082136,3.2158757579508825,2.94679137981447
208,145.8,36.22222222222224,3.623026036459296,1.4575658823129505,0.7712438598520086,2.851782176607287,3.0075820942886637
209,145.9,39.777777777777786,3.978701642702792,1.6468253496835494,0.7686295473560213,3.2100720953467707,3.0585690083815926
210,146.0,40.22222222222222,4.023080511926571,1.7971245076830444,0.7660338776707142,3.2570466342558566,3.0990384879716126
211,146.1,40.22222222222221,4.023191699534878,1.5494933662078725,0.7634566739681227,3.259735025566755,3.1284145891648887
212,146.2,43.66666666666667,4.367631663272302,1.541965066843063,0.7608977615117452,3.606733901760557,3.1462717400873554
213,146.3,40.88888888888889,4.089932893507794,1.779161670496429,0.7583569676269277,3.331575925880866,3.1523439157724784
214,146.4,38.44444444444445,3.8452059888476526,2.307454029104386,0.7558341216717439,3.0893718671759087,3.1465300612351936
215,146.5,34.77777777777778,3.4784892891614114,1.6560786771348264,0.7533290550083424,2.725160234153069,3.1288956351265327
216,146.6,37.11111111111112,3.711952715334262,1.6122830371636463,0.7508416009747747,2.9611111143594875,3.0996702673166037
217,146.7,36.33333333333333,3.634180492565224,1.7575734231026725,0.7483715948572788,2.8858088977079452,3.059241643810192
218,146.8,35.777777777777786,3.5785738054464016,1.5006611316336078,0.7459188738630159,2.8326549315833858,3.0081458470478313
219,146.9,36.11111111111112,3.611988292688306,1.701515563774734,0.7434832770932541,2.8685050155950518,2.9470544846126367
220,147.0,37.44444444444444,3.74540060289618,1.722428566036203,0.741064645516981,3.0043359573791992,2.8767590308074094
221,147.1,35.88888888888889,3.589795037464995,1.4819612064580914,0.7386628219449527,2.8511322155200425,2.7981528802546993
222,147.2,32.99999999999999,3.300806022650229,1.4531159927726152,0.7362776510041554,2.5645283716460736,2.7122116681206614
223,147.3,30.77777777777778,3.078467080294855,1.491546373916088,0.7339089791126837,2.3445581011821712,2.6199724461505283
224,147.4,37.11111111111112,3.711980511026441,1.6396237721494409,0.7315566544550226,2.9804238565714187,2.522512316725944
225,147.5,31.11111111111112,3.1117970964396493,1.5041549773140943,0.7292205269577228,2.3825765694819268,2.420927118844056
226,147.6,31.000000000000004,3.10063370515437,1.397505699294897,0.7269004482654708,2.373733256888899,2.3163107314091302
227,147.7,29.666666666666668,2.9674382692557724,1.5033067644984954,0.7245962717175396,2.2428419975382328,2.209735512467366
228,147.8,27.55555555555556,2.7561914844812474,1.3583156161913563,0.7223078523246131,2.033883632156634,2.1022343306575464
229,147.9,27.111111111111107,2.7117814799062074,1.4243482317161646,0.720035046745986,1.9917464331602215,1.9947845703876546
230,148.0,27.22222222222223,2.7228659486181974,1.5745119346304186,0.7177777132671146,2.005088235351083,1.8882944086466762
231,148.1,28.66666666666667,2.867384875415196,1.249466475164214,0.7155357117775352,2.1518491636376607,1.7835915726738925
232,148.2,22.666666666666668,2.2672614826038293,1.1370625627469455,0.7133089037491234,1.553952578854706,1.6814146976785482
